 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
10834,2801,66,352.859,166.706,0,4.846,1.026,1.367,1.959,3.016,0.072
10843,2803,66,300.218,184.74,0,4.813,0.987,1.288,1.803,2.71,0.082
10852,2807,66,386.402,220.537,0,6.466,1.048,1.407,2.027,3.13,0.13
10856,2808,66,327.723,227.835,0,5.491,1.052,1.426,2.079,3.252,0.042
10865,2810,66,426.242,253.408,0,5.511,1.022,1.373,1.992,3.113,0.049
10876,2813,66,118.122,249.313,0,5.406,1.027,1.369,1.966,3.036,0.048
10879,2814,66,265.733,255.636,0,4.151,0.938,1.194,1.633,2.404,0.032
10883,2815,66,206.135,256.668,0,6.101,1.074,1.476,2.183,3.463,0.076
10899,2819,66,138.288,368.348,0,6.427,1.046,1.421,2.081,3.275,0.132
10907,2822,66,333.324,373.729,0,6.776,1.111,1.557,2.349,3.789,0.09
10914,2824,66,411.677,402.401,0,6.658,1.072,1.474,2.183,3.466,0.117
10918,2825,66,102.662,426.382,0,6.863,1.123,1.584,2.406,3.908,0.057
10924,2826,66,194.653,457.855,0,5.166,0.97,1.23,1.659,2.387,0.047
10931,2827,66,206.543,453.714,0,6.883,1.124,1.569,2.353,3.769,0.053
10936,2828,66,367.145,463.718,0,4.525,0.991,1.297,1.825,2.761,0.023
10942,2830,66,416.227,483.745,0,6.504,1.109,1.534,2.275,3.607,0.117
10972,2838,66,8.586,201.808,0,5.969,1.031,1.389,2.016,3.144,0.053
10997,2844,66,105.854,221.625,0,6.168,1.088,1.505,2.239,3.568,0.075
11003,2845,66,336.792,238.786,0,6.584,1.137,1.601,2.422,3.911,0.082
11006,2846,66,152.513,255.406,0,6.466,1.021,1.362,1.953,3.008,0.102
11034,2849,66,160.21,299.926,0,5.395,1.059,1.451,2.146,3.408,0.034
11086,2860,66,418.841,423.346,0,6.127,1.058,1.428,2.068,3.208,0.088
11095,2863,66,82.314,2.228,0,4.789,0.967,1.259,1.766,2.675,0.076
11097,2864,66,333.415,10.631,0,6.074,1.021,1.35,1.916,2.916,0.063
11099,2865,66,42.333,33.887,0,5.222,1.015,1.341,1.901,2.892,0.04
11101,2866,66,375.774,31.494,0,6.878,1.139,1.617,2.469,4.026,0.045
11103,2867,66,236.109,118.129,0,3.841,1.007,1.351,1.957,3.048,0.02
11116,2868,66,192.252,133.381,0,4.952,1,1.302,1.817,2.721,0.084
11119,2869,66,326.604,210.264,0,6.251,1.055,1.424,2.063,3.206,0.103
11121,2870,66,271.715,221.496,0,4.557,0.945,1.185,1.579,2.246,0.025
11123,2871,66,134.318,241.555,0,6.748,1.068,1.461,2.15,3.392,0.093
11136,2873,66,332.443,257.342,0,6.794,1.102,1.53,2.285,3.651,0.088
11141,2874,66,182.206,285.866,0,5.343,1.018,1.367,1.977,3.074,0.042
11143,2875,66,267.624,295.291,0,6.139,1.042,1.41,2.057,3.224,0.089
11147,2876,66,229.631,335.318,0,6.689,1.096,1.512,2.244,3.562,0.116
11150,2877,66,430.416,317.164,0,6.181,1.03,1.386,2.009,3.131,0.088
11153,2878,66,286.596,317.375,0,4.291,0.964,1.214,1.623,2.313,0.023
11158,2879,66,485.826,337.285,0,4.609,0.975,1.251,1.717,2.525,0.035
11160,2880,66,477.409,339.886,0,4.015,0.949,1.21,1.658,2.447,0.032
11162,2881,66,222.504,353.303,0,6.355,1.025,1.363,1.945,2.978,0.095
11164,2882,66,172.693,361.538,0,6.557,1.08,1.477,2.17,3.414,0.136
11168,2883,66,110.736,377.308,0,6.374,1.123,1.569,2.353,3.769,0.068
11174,2884,66,222.668,377.151,0,6.362,1.079,1.482,2.191,3.466,0.114
11181,2885,66,423.455,368.724,0,5.593,1.01,1.33,1.88,2.851,0.042
11184,2886,66,266.391,399.21,0,4.664,0.969,1.224,1.641,2.343,0.045
11192,2887,66,302.329,397.681,0,6.549,1.06,1.448,2.132,3.371,0.135
11194,2888,66,23.636,407.633,0,5.279,0.957,1.225,1.679,2.475,0.035
11196,2889,66,439.159,419.62,0,6.125,1.057,1.44,2.113,3.325,0.088
11199,2890,66,132.57,427.404,0,6.532,1.049,1.429,2.097,3.307,0.132
11202,2891,66,13.838,492.338,0,4.836,1.014,1.354,1.946,3.008,0.075
11208,2892,66,78.718,507.542,0,6.401,1.037,1.395,2.02,3.139,0.119
11248,2902,66,1.483,178.683,0,5.268,0.926,1.131,1.457,1.993,0.019
11283,2912,66,374.881,254.229,0,4.858,1.018,1.371,1.992,3.117,0.071
11292,2915,66,170.467,313.558,0,5.815,0.997,1.299,1.814,2.718,0.042
11310,2920,66,267.237,377.63,0,5.742,1.009,1.331,1.887,2.875,0.043
11317,2923,66,421.437,386.789,0,5.481,0.986,1.277,1.769,2.628,0.04
11360,2936,66,109.556,7.694,0,6.701,1.092,1.52,2.279,3.663,0.113
11364,2937,66,403.69,9.399,0,6.549,1.063,1.441,2.1,3.277,0.133
11366,2938,66,193.212,21.619,0,6.062,1.061,1.455,2.152,3.418,0.072
11370,2939,66,325.701,57.31,0,6.453,1.127,1.573,2.354,3.763,0.083
11372,2940,66,430.336,58.766,0,6.521,1.084,1.485,2.188,3.449,0.138
11376,2941,66,182.785,102.731,0,6.708,1.131,1.603,2.444,3.984,0.085
11379,2942,66,11.769,107.812,0,6.546,1.14,1.612,2.447,3.968,0.072
11381,2943,66,401.603,118.643,0,4.472,0.98,1.256,1.719,2.515,0.021
11384,2944,66,343.865,123.454,0,5.99,1.055,1.434,2.099,3.294,0.056
11387,2945,66,150.686,139.28,0,5.033,1.004,1.319,1.858,2.809,0.073
11392,2946,66,236.581,146.398,0,6.779,1.058,1.442,2.115,3.326,0.075
11394,2947,66,252.452,150.079,0,3.908,0.959,1.215,1.639,2.365,0.028
11402,2948,66,500.433,161.677,0,6.555,1.063,1.458,2.155,3.418,0.135
11404,2949,66,221.361,177.085,0,4.984,1.123,1.593,2.436,3.985,0.008
11407,2950,66,79.183,179.898,0,4.054,0.989,1.281,1.772,2.622,0.032
11414,2951,66,277.321,189.506,0,6.535,1.079,1.478,2.176,3.43,0.138
11423,2952,66,280.699,193.571,0,3.001,0.846,0.978,1.17,1.451,0.006
11425,2953,66,292.694,211.758,0,6.527,1.099,1.511,2.228,3.511,0.13
11435,2954,66,385.704,233.979,0,4.331,0.995,1.321,1.89,2.913,0.017
11448,2955,66,53.768,236.297,0,5.707,1.044,1.42,2.081,3.273,0.037
11450,2956,66,54.375,240.445,0,6.282,1.058,1.474,2.227,3.621,0.102
11452,2957,66,496.474,258.079,0,3.721,0.962,1.208,1.608,2.278,0.024
11457,2958,66,416.194,264.401,0,6.702,1.11,1.546,2.317,3.712,0.108
11460,2959,66,112.372,269.448,0,6.406,1.059,1.435,2.092,3.274,0.131
11463,2960,66,406.366,274.447,0,6.282,1.047,1.399,2.005,3.074,0.102
11467,2961,66,297.182,287.588,0,6.62,1.123,1.573,2.369,3.81,0.1
11469,2962,66,338.543,291.562,0,6.979,1.089,1.516,2.275,3.658,0.028
11471,2963,66,149.119,316.479,0,5.831,1.023,1.362,1.949,2.995,0.045
11477,2964,66,28.564,330.16,0,6.032,1.055,1.431,2.089,3.269,0.067
11479,2965,66,493.362,331.406,0,5.758,1.071,1.446,2.09,3.226,0.034
11481,2966,66,120.431,355.439,0,7.04,1.111,1.542,2.299,3.665,0.019
11483,2967,66,501.248,357.453,0,6.705,1.148,1.63,2.488,4.052,0.07
11489,2968,66,210.273,358.285,0,6.272,1.084,1.487,2.194,3.469,0.095
11492,2969,66,86.559,378.781,0,4.825,0.984,1.285,1.806,2.735,0.084
11494,2970,66,325.827,378.824,0,5.567,1.045,1.42,2.082,3.28,0.04
11498,2971,66,170.216,462.283,0,4.888,0.973,1.26,1.752,2.616,0.084
11500,2972,66,307.687,466.563,0,6.887,1.119,1.554,2.313,3.677,0.053
11506,2973,66,411.466,466.254,0,3.457,0.92,1.119,1.433,1.941,0.012
11508,2974,66,377.144,489.535,0,6.16,1.072,1.474,2.183,3.468,0.086
7061,1766,67,254.428,176.672,0,6.567,1.06,1.438,2.096,3.273,0.136
8185,2063,67,470.239,336.512,0,5.948,1.009,1.323,1.86,2.806,0.064
8654,2195,67,345.396,103.242,0,5.142,1.001,1.333,1.919,2.978,0.05
8804,2235,67,279.41,102.303,0,5.556,0.988,1.295,1.825,2.768,0.062
9363,2402,67,202.86,121.263,0,4.865,0.982,1.269,1.757,2.61,0.058
9869,2545,67,309.831,378.146,0,4.723,1.03,1.386,2.008,3.129,0.033
9881,2548,67,276.261,416.887,0,4.647,0.999,1.294,1.786,2.629,0.038
9958,2571,67,11.799,186.203,0,5.889,1.049,1.416,2.06,3.216,0.074
9968,2572,67,292.716,186.412,0,6.753,1.113,1.555,2.337,3.755,0.135
10043,2593,67,120.488,417.12,0,5.952,1.029,1.378,1.986,3.074,0.072
10164,2629,67,147.14,332.444,0,5.872,1.033,1.371,1.948,2.961,0.073
10181,2632,67,120.369,339.433,0,6.904,1.117,1.558,2.331,3.727,0.08
10245,2648,67,330.372,7.609,0,6.706,1.116,1.563,2.356,3.799,0.128
10303,2665,67,382.943,249.686,0,4.396,0.974,1.252,1.72,2.528,0.032
10335,2672,67,483.549,348.707,0,6.86,1.087,1.506,2.248,3.596,0.104
10354,2675,67,317.687,393.837,0,5.917,1.063,1.444,2.109,3.301,0.069
10408,2687,67,272.339,100.711,0,6.428,1.068,1.45,2.113,3.297,0.114
10423,2690,67,263.616,140.346,0,6.561,1.059,1.434,2.087,3.256,0.135
10463,2701,67,268.77,240.342,0,5.015,0.989,1.274,1.751,2.573,0.059
10480,2702,67,323.582,247.781,0,6.605,1.124,1.567,2.342,3.738,0.103
10501,2708,67,217.242,325.338,0,6.612,1.104,1.527,2.267,3.6,0.127
10525,2716,67,509.106,472.308,0,4.444,0.97,1.248,1.719,2.541,0.031
10540,2721,67,432.283,80.704,0,4.746,0.958,1.224,1.674,2.458,0.042
10562,2726,67,234.713,185.333,0,6.78,1.091,1.515,2.268,3.637,0.135
10570,2727,67,328.299,174.74,0,6.276,1.051,1.419,2.056,3.194,0.076
10601,2736,67,167.882,251.473,0,5.913,1.017,1.345,1.911,2.913,0.071
10612,2740,67,242.15,350.605,0,6.386,1.076,1.476,2.177,3.44,0.097
10658,2754,67,188.548,10.354,0,6.603,1.076,1.463,2.133,3.325,0.139
10663,2755,67,310.589,53.735,0,5.328,0.981,1.261,1.733,2.553,0.039
10675,2758,67,413.376,74.426,0,6.581,1.055,1.433,2.096,3.29,0.134
10689,2761,67,236.411,107.589,0,6.593,1.038,1.39,1.998,3.077,0.11
10704,2765,67,156.541,168.378,0,6.034,1.002,1.318,1.863,2.834,0.047
10709,2766,67,315.525,189.259,0,4.841,0.997,1.29,1.785,2.646,0.055
10716,2767,67,424.171,228.48,0,4.439,0.965,1.225,1.658,2.4,0.03
10733,2773,67,301.622,311.729,0,4.848,0.954,1.19,1.571,2.203,0.045
10748,2777,67,318.688,364.492,0,6.441,1.029,1.375,1.976,3.052,0.102
10769,2783,67,93.345,461.433,0,6.346,1.011,1.337,1.898,2.892,0.073
10773,2784,67,328.354,461.692,0,6.618,1.056,1.424,2.061,3.198,0.125
10777,2785,67,424.295,456.713,0,3.569,1.009,1.33,1.879,2.848,0.007
10781,2786,67,291.746,468.288,0,6.764,1.131,1.58,2.365,3.778,0.125
10787,2787,67,372.248,505.074,0,5.791,1.114,1.578,2.411,3.945,0.026
10829,2799,67,316.289,116.203,0,4.81,0.995,1.318,1.883,2.898,0.05
10861,2809,67,402.452,255.769,0,6.757,1.129,1.587,2.398,3.871,0.121
10896,2818,67,16.358,319.893,0,5.859,1.084,1.499,2.232,3.564,0.053
10925,2826,67,190.541,452.798,0,6.598,1.1,1.518,2.247,3.555,0.129
10932,2827,67,210.683,458.554,0,6.402,1.058,1.438,2.104,3.302,0.109
10945,2831,67,343.307,23.373,0,6.688,1.073,1.472,2.174,3.44,0.133
10958,2835,67,314.406,68.556,0,6.838,1.084,1.488,2.194,3.461,0.108
10965,2837,67,11.21,191.603,0,5.956,1.007,1.325,1.871,2.834,0.063
10979,2839,67,154.292,193.682,0,6.87,1.123,1.582,2.396,3.878,0.094
10984,2840,67,322.754,202.722,0,6.375,1.06,1.436,2.092,3.263,0.104
10988,2841,67,308.296,215.902,0,5.465,1.049,1.412,2.038,3.153,0.06
10991,2842,67,402.317,218.393,0,6.662,1.064,1.457,2.152,3.411,0.131
10994,2843,67,220.663,250.519,0,6.599,1.066,1.461,2.161,3.431,0.139
11007,2846,67,161.777,254.365,0,6.367,1.058,1.44,2.108,3.311,0.101
11030,2848,67,295.616,271.696,0,6.733,1.111,1.549,2.32,3.714,0.136
11035,2849,67,160.509,301.276,0,5.638,1,1.313,1.853,2.808,0.062
11038,2850,67,120.612,282.936,0,4.67,1.069,1.478,2.206,3.534,0.018
11047,2854,67,84.162,363.193,0,4.582,0.987,1.285,1.793,2.684,0.033
11053,2855,67,499.35,373.396,0,6.776,1.109,1.541,2.3,3.668,0.136
11059,2856,67,168.373,376.726,0,6.861,1.102,1.531,2.286,3.653,0.107
11063,2857,67,251.081,394.821,0,4.607,1.033,1.399,2.041,3.198,0.027
11073,2858,67,321.158,410.386,0,5.513,1.029,1.369,1.953,2.985,0.069
11078,2859,67,103.565,391.542,0,6.728,1.106,1.512,2.211,3.446,0.139
11091,2861,67,211.884,485.609,0,5.511,0.989,1.29,1.804,2.71,0.059
11127,2872,67,190.445,236.916,0,5.023,0.99,1.287,1.793,2.68,0.058
11210,2893,67,332.693,50.524,0,3.839,0.976,1.24,1.678,2.422,0.021
11214,2894,67,207.214,65.882,0,5.166,1.03,1.385,2.006,3.12,0.042
11217,2895,67,123.414,83.821,0,5.786,1.048,1.424,2.085,3.279,0.06
11219,2896,67,22.222,95.505,0,6.87,1.148,1.628,2.482,4.038,0.073
11222,2897,67,424.754,116.805,0,4.997,0.988,1.28,1.775,2.641,0.059
11224,2898,67,227.257,133.362,0,6.73,1.196,1.757,2.774,4.664,0.021
11226,2899,67,333.882,140.723,0,5.954,1.052,1.431,2.096,3.292,0.068
11238,2900,67,243.332,162.917,0,4.315,0.975,1.258,1.738,2.579,0.033
11240,2901,67,207.661,164.751,0,6.783,1.106,1.529,2.269,3.599,0.136
11249,2902,67,4.289,169.239,0,5.089,0.975,1.259,1.745,2.601,0.052
11251,2903,67,509.604,174.593,0,6.565,1.068,1.473,2.193,3.505,0.138
11253,2904,67,75.091,195.55,0,3.739,0.946,1.206,1.656,2.455,0.016
11257,2905,67,275.62,206.027,0,4.151,0.976,1.259,1.74,2.579,0.04
11260,2906,67,119.524,235.531,0,6.919,1.09,1.504,2.231,3.545,0.069
11266,2907,67,314.888,218.368,0,5.457,1.061,1.451,2.136,3.376,0.049
11268,2908,67,317.703,250.391,0,6.455,1.083,1.486,2.19,3.456,0.109
11270,2909,67,29.614,235.179,0,4.725,0.986,1.27,1.744,2.563,0.045
11276,2910,67,277.569,247.316,0,6.541,1.053,1.417,2.046,3.165,0.129
11280,2911,67,102.285,252.269,0,5.408,1.002,1.324,1.884,2.885,0.056
11286,2913,67,41.552,291.812,0,5.993,1.065,1.452,2.131,3.354,0.057
11290,2914,67,353.554,296.552,0,6.809,1.112,1.557,2.343,3.773,0.127
11293,2915,67,175.141,306.406,0,5.632,1.018,1.346,1.91,2.909,0.066
11296,2916,67,485.733,317.426,0,5.998,1.099,1.5,2.186,3.397,0.044
11298,2917,67,414.54,315.87,0,5.495,0.999,1.315,1.859,2.826,0.063
11301,2918,67,211.322,374.231,0,6.344,1.082,1.474,2.157,3.38,0.086
11306,2919,67,202.169,364.709,0,5.396,1.017,1.352,1.933,2.972,0.056
11313,2921,67,283.212,376.097,0,5.291,1.05,1.428,2.095,3.301,0.038
11315,2922,67,138.339,399.717,0,6.313,1.074,1.462,2.135,3.336,0.081
11320,2924,67,97.488,390.911,0,4.923,0.966,1.235,1.688,2.475,0.058
11322,2925,67,396.344,406.722,0,6.492,1.074,1.46,2.129,3.324,0.127
11325,2926,67,423.609,407.665,0,6.606,1.06,1.447,2.127,3.356,0.136
11332,2927,67,211.387,446.436,0,5.668,0.988,1.289,1.809,2.731,0.053
11334,2928,67,108.28,441.328,0,6.754,1.097,1.51,2.232,3.529,0.138
11336,2929,67,184.862,445.218,0,5.517,1.041,1.417,2.083,3.291,0.061
11341,2930,67,365.568,447.755,0,4.281,0.955,1.199,1.6,2.278,0.034
11343,2931,67,297.352,458.555,0,6.847,1.061,1.456,2.156,3.431,0.088
11346,2932,67,59.777,471.302,0,5.178,0.993,1.296,1.815,2.732,0.049
11349,2933,67,15.773,476.476,0,4.557,0.959,1.23,1.693,2.505,0.029
11352,2934,67,426.354,496.428,0,6.812,1.082,1.493,2.217,3.528,0.12
11359,2935,67,37.573,506.31,0,6.477,1.076,1.463,2.134,3.328,0.122
11472,2963,67,149.663,320.628,0,6.518,1.023,1.363,1.95,2.993,0.099
11484,2967,67,495.532,350.925,0,3.995,0.954,1.197,1.592,2.256,0.024
11495,2970,67,318.232,378.553,0,6.619,1.11,1.56,2.365,3.837,0.11
11499,2971,67,163.402,465.829,0,5.558,1.023,1.365,1.959,3.021,0.07
11513,2975,67,286.514,1.448,0,4.103,0.936,1.139,1.45,1.941,0.031
11518,2976,67,390.6,25.171,0,6.78,1.141,1.62,2.474,4.034,0.1
11520,2977,67,179.556,30.347,0,6.272,1.022,1.348,1.907,2.889,0.063
11522,2978,67,251.842,135.536,0,5.62,1.005,1.325,1.878,2.859,0.066
11524,2979,67,343.524,139.414,0,6.54,1.031,1.389,2.016,3.148,0.115
11529,2980,67,1.24,146.896,0,4.184,0.995,1.263,1.696,2.418,0.04
11531,2981,67,338.489,159.33,0,6.108,1.132,1.615,2.484,4.083,0.013
11535,2982,67,425.196,177.854,0,5.851,1.085,1.495,2.217,3.52,0.054
11538,2983,67,471.545,194.644,0,6.525,1.069,1.459,2.139,3.361,0.133
11543,2984,67,111.276,206.512,0,6.34,1.032,1.374,1.962,3,0.088
11545,2985,67,318.374,207.953,0,4.127,0.96,1.226,1.676,2.458,0.04
11549,2986,67,310.804,211.492,0,5.818,1.032,1.373,1.959,2.995,0.066
11561,2987,67,39.722,228.412,0,6.045,1.027,1.369,1.959,3.006,0.051
11565,2988,67,420.561,238.675,0,5.885,0.994,1.301,1.83,2.767,0.057
11567,2989,67,49.342,255.477,0,6.284,1.039,1.389,1.992,3.062,0.076
11569,2990,67,143.914,298.201,0,3.894,1.018,1.368,1.984,3.094,0.013
11575,2991,67,187.457,301.136,0,5.742,1.01,1.345,1.93,2.981,0.057
11577,2992,67,482.277,319.692,0,4.476,1.028,1.389,2.028,3.188,0.02
11579,2993,67,110.702,333.217,0,6.53,1.073,1.469,2.165,3.421,0.133
11584,2994,67,396.518,334.615,0,6.837,1.091,1.514,2.261,3.617,0.117
11587,2995,67,217.162,338.182,0,5.419,1.026,1.381,2.005,3.133,0.059
11589,2996,67,75.392,341.696,0,4.269,0.908,1.104,1.413,1.913,0.022
11597,2997,67,363.684,341.571,0,6.284,1.021,1.359,1.945,2.988,0.07
11599,2998,67,52.461,345.705,0,6.833,1.102,1.539,2.314,3.726,0.121
11601,2999,67,134.615,352.621,0,6.384,1.023,1.359,1.939,2.967,0.089
11604,3000,67,248.395,355.727,0,5.17,0.966,1.235,1.687,2.467,0.041
11613,3001,67,408.131,372.868,0,5.221,1.032,1.393,2.023,3.155,0.042
11615,3002,67,206.575,377.695,0,6.367,1.072,1.455,2.12,3.305,0.099
11617,3003,67,436.458,381.412,0,5.641,0.985,1.252,1.692,2.436,0.046
11619,3004,67,32.211,394.246,0,5.077,0.999,1.317,1.868,2.849,0.053
11622,3005,67,500.35,406.192,0,4.999,0.974,1.267,1.773,2.673,0.059
11624,3006,67,379.327,422.647,0,6.696,1.103,1.535,2.297,3.678,0.136
11628,3007,67,172.249,446.248,0,4.933,0.984,1.281,1.789,2.686,0.06
7062,1766,68,258.215,185.163,0,3.324,1.004,1.313,1.839,2.759,0.006
8186,2063,68,469.132,337.115,0,4.089,1.02,1.368,1.975,3.064,0.035
9396,2408,68,329.509,217.402,0,6.079,0.989,1.28,1.771,2.627,0.036
9708,2497,68,135.102,311.461,0,3.788,0.944,1.176,1.551,2.176,0.015
9765,2514,68,312.613,453.331,0,6.768,1.081,1.482,2.182,3.438,0.123
9799,2524,68,0.697,130.812,0,1.738,0.595,0.635,0.691,0.77,0.006
9913,2557,68,257.528,13.858,0,4.218,0.972,1.256,1.74,2.588,0.039
10201,2636,68,212.317,442.609,0,6.556,1.044,1.406,2.032,3.149,0.132
10231,2644,68,55.077,455.787,0,4.885,1.014,1.349,1.929,2.963,0.04
10253,2649,68,346.5,58.533,0,3.938,0.962,1.231,1.69,2.498,0.028
10323,2670,68,377.526,333.711,0,6.078,0.976,1.265,1.76,2.631,0.032
10336,2672,68,481.401,343.513,0,3.621,0.98,1.257,1.724,2.534,0.01
10355,2675,68,311.234,393.896,0,4.638,0.998,1.309,1.84,2.779,0.033
10384,2680,68,78.607,467.552,0,6.893,1.062,1.452,2.137,3.374,0.064
10464,2701,68,271.447,232.593,0,6.372,1.045,1.402,2.02,3.118,0.109
10541,2721,68,431.266,88.348,0,6.463,1.053,1.422,2.067,3.221,0.134
10549,2723,68,332.3,119.336,0,4.782,0.98,1.263,1.742,2.576,0.043
10580,2729,68,408.273,227.093,0,4.028,0.998,1.314,1.861,2.836,0.042
10623,2742,68,54.334,329.732,0,6.595,1.085,1.485,2.182,3.432,0.153
10680,2759,68,256.693,105.417,0,7.044,1.11,1.553,2.338,3.764,0.035
10717,2767,68,433.792,229.879,0,5.497,1.056,1.441,2.119,3.346,0.035
10761,2780,68,150.544,410.322,0,6.419,1.052,1.421,2.063,3.21,0.125
10798,2791,68,437.518,65.456,0,4.387,0.946,1.206,1.649,2.424,0.026
10810,2794,68,206.463,88.654,0,6.81,1.078,1.475,2.167,3.407,0.105
10819,2797,68,295.338,104.849,0,5.299,1.004,1.328,1.887,2.882,0.058
10835,2801,68,343.363,173.456,0,6.434,1.037,1.391,2.006,3.104,0.12
10853,2807,68,390.364,228.684,0,6.431,1.05,1.409,2.028,3.125,0.126
10857,2808,68,324.437,219.861,0,6.287,1.072,1.464,2.15,3.382,0.079
10862,2809,68,398.456,253.186,0,4.104,0.937,1.175,1.572,2.253,0.028
10866,2810,68,438.165,244.659,0,5.28,0.998,1.301,1.819,2.726,0.058
10880,2814,68,250.274,264.685,0,5.489,1.001,1.329,1.904,2.941,0.039
10884,2815,68,203.326,246.564,0,5.711,1.024,1.356,1.929,2.942,0.056
10900,2819,68,130.489,368.219,0,6.47,1.039,1.395,2.015,3.124,0.126
10908,2822,68,333.673,375.332,0,6.674,1.106,1.541,2.309,3.699,0.136
10915,2824,68,398.65,390.782,0,6.473,1.081,1.487,2.202,3.494,0.129
10919,2825,68,97.301,429.588,0,6.737,1.089,1.497,2.21,3.494,0.135
10926,2826,68,195.29,445.27,0,4.833,0.975,1.261,1.751,2.615,0.046
10937,2828,68,362.731,463.438,0,4.355,0.964,1.224,1.656,2.399,0.029
10973,2838,68,3.35,205.477,0,6.006,1.007,1.323,1.866,2.827,0.046
10980,2839,68,157.086,184.454,0,5.728,1.03,1.385,2.008,3.13,0.053
10985,2840,68,314.839,202.367,0,4.781,1.046,1.412,2.047,3.181,0.026
10998,2844,68,95.34,206.745,0,6.077,1.054,1.435,2.105,3.315,0.056
11087,2860,68,411.604,418.535,0,6.367,1.06,1.446,2.125,3.35,0.109
11104,2867,68,236.289,132.482,0,5.755,1.003,1.327,1.893,2.906,0.056
11117,2868,68,188.234,127.732,0,5.168,0.988,1.294,1.821,2.757,0.065
11124,2871,68,132.647,226.34,0,6.744,1.066,1.458,2.147,3.391,0.124
11137,2873,68,331.902,273.499,0,5.946,1.038,1.397,2.025,3.149,0.055
11144,2875,68,267.128,303.54,0,6.326,1.062,1.439,2.095,3.267,0.096
11148,2876,68,232.532,342.483,0,6.434,1.028,1.396,2.049,3.239,0.122
11151,2877,68,420.46,300.839,0,6.077,1.041,1.4,2.022,3.133,0.057
11154,2878,68,300.214,327.569,0,4.568,0.95,1.208,1.643,2.398,0.029
11165,2882,68,188.147,357.221,0,5.343,1.029,1.365,1.943,2.968,0.053
11169,2883,68,117.531,383.759,0,6.977,1.122,1.581,2.396,3.884,0.045
11175,2884,68,223.712,380.507,0,6.268,1.017,1.358,1.954,3.026,0.068
11182,2885,68,421.217,376.856,0,5.173,1.041,1.414,2.072,3.262,0.047
11185,2886,68,261.798,410.265,0,4.932,0.981,1.289,1.827,2.793,0.049
11197,2889,68,446.514,403.168,0,6.035,1.057,1.428,2.071,3.219,0.056
11200,2890,68,117.113,432.68,0,5.631,1.053,1.436,2.113,3.341,0.036
11203,2891,68,3.857,486.92,0,4.763,1.028,1.391,2.029,3.181,0.029
11211,2893,68,326.238,49.589,0,5.495,0.979,1.255,1.713,2.5,0.03
11227,2899,68,335.657,144.331,0,5.17,0.977,1.262,1.745,2.587,0.059
11277,2910,68,284.319,243.624,0,4.933,0.955,1.212,1.646,2.398,0.045
11284,2912,68,359.676,241.393,0,6.547,1.064,1.446,2.109,3.295,0.147
11311,2920,68,262.186,383.362,0,5.027,0.982,1.269,1.755,2.602,0.052
11318,2923,68,416.81,386.285,0,5.122,1.005,1.338,1.923,2.975,0.059
11337,2929,68,187.709,450.266,0,5.056,0.981,1.261,1.731,2.545,0.052
11344,2931,68,291.476,452.219,0,6.776,1.119,1.56,2.336,3.734,0.106
11361,2936,68,110.316,8.207,0,6.566,1.091,1.507,2.238,3.559,0.143
11365,2937,68,411.644,4.742,0,6.934,1.084,1.486,2.187,3.446,0.057
11367,2938,68,193.842,23.123,0,5.322,1.067,1.459,2.145,3.381,0.038
11371,2939,68,329.352,74.18,0,6.553,1.1,1.522,2.263,3.599,0.133
11373,2940,68,431.524,53.308,0,6.756,1.089,1.502,2.228,3.538,0.129
11377,2941,68,190.846,88.315,0,5.151,1.003,1.317,1.859,2.817,0.065
11380,2942,68,7.273,89.554,0,6.988,1.15,1.637,2.504,4.091,0.033
11382,2943,68,410.239,109.863,0,4.945,1.007,1.328,1.881,2.863,0.045
11385,2944,68,341.271,118.699,0,5.112,0.992,1.3,1.83,2.77,0.061
11388,2945,68,166.817,149.074,0,4.592,1.014,1.338,1.888,2.849,0.026
11393,2946,68,221.897,146.741,0,4.14,0.979,1.294,1.852,2.866,0.041
11395,2947,68,253.57,152.619,0,6.568,1.062,1.449,2.129,3.355,0.149
11403,2948,68,495.431,167.424,0,6.496,1.046,1.414,2.056,3.209,0.136
11405,2949,68,218.746,184.314,0,6.981,1.139,1.613,2.455,3.99,0.039
11408,2950,68,88.154,186.145,0,3.991,1.023,1.364,1.956,3.013,0.034
11415,2951,68,267.793,192.214,0,4.493,0.985,1.286,1.807,2.733,0.025
11424,2952,68,280.327,196.29,0,6.856,1.113,1.556,2.34,3.762,0.082
11426,2953,68,292.836,220.749,0,6.08,1.088,1.494,2.204,3.476,0.046
11436,2954,68,383.267,235.747,0,4.588,0.962,1.221,1.653,2.394,0.032
11449,2955,68,54.514,222.178,0,6.254,1.035,1.383,1.985,3.056,0.071
11451,2956,68,61.633,245.398,0,6.786,1.066,1.453,2.128,3.339,0.107
11453,2957,68,495.883,263.619,0,4.311,0.99,1.291,1.809,2.724,0.029
11458,2958,68,394.272,269.501,0,6.875,1.108,1.533,2.277,3.612,0.08
11461,2959,68,122.337,269.365,0,6.688,1.079,1.472,2.152,3.361,0.145
11464,2960,68,403.579,279.678,0,6.39,1.043,1.406,2.04,3.176,0.115
11468,2961,68,303.483,285.558,0,7.133,1.109,1.542,2.301,3.67,0.021
11470,2962,68,338.391,292.356,0,6.77,1.126,1.584,2.395,3.872,0.094
